id,line,text,labels
23124,5,"dr. judy mikovits , virologist with a degree in molecular biology ( university of virginia and george washington university ) , have be fight against pharmaceutical multinational for year . in this book which become an instant success in the united states , she denounce the collusion of doctor , laboratory and government whom she accuse of cheat to sell their vaccine and drug as expensively as possible , even when they be ineffective . . the world of big laboratory turn against judy mikovits when she begin to denounce the use of animal tissue in drug research which end up trigger new wave of chronic disease , such as autism or chronic fatigue syndrome . here she recount all the cheating and corruption that she observe during her 35 - year career with dr. ruscetti ( one of the founder of the human retrovirology field ) , and what she see in private laboratory and public . this be a devastating chronology which be illustrate for example by the war that the medium and doctor ( pay by the large laboratory ) be wage against professor didier raoult and his drug which not only cure the vast majority of patient with covid19 , but above all for a few euro . which be not to the taste of these same large pharmaceutical laboratory . at a time of pandemic which be force the world population to wear mask for a virus come from a laboratory , read this book be vital , as recommend by professor luc montagnier , because it allow the reader to become aware of what be happen behind the curtain of these large laboratory . "" "" this book reveal the corruption of a part of the scientific world which go against the economic interest of multinational "" "" dr. luc montagnier , nobel prize winner "" "" bill gates , big pharma and the minister of health do not want not that you be read this book . take it now and discover the truth about public health and everything the pharmaceutical complex have hide about vaccination » » michelle malkin , journalist « » mikovits & heckenlively be the new duo fight against corruption in science » » ben garrison , radio journalist « » fascinating revelation about the world of retrovirus and certain disease like autism » » dr. stephanie seneff , senior research scientist , mit computer science and ai laboratory « » this book , which reveal the method insidiousness of the actor who corrupt science , leave you speechless » » j.b. handley , autism specialist « » this book be an excursion into the lie world of big money , big government & big pharma . god bless dr. mikovits for his courage in share this story » » max swafford , writer","Appeal_to_Authority,Appeal_to_Fear-Prejudice,Causal_Oversimplification,Consequential_Oversimplification,Conversation_Killer,Doubt,Exaggeration-Minimisation,Guilt_by_Association,Loaded_Language,Name_Calling-Labeling,Questioning_the_Reputation,Slogans"
234,1,"although the people no long want it , the european union want to facilitate labor immigration from morocco , tunisia , senegal , nigeria and pakistan",Appeal_to_Hypocrisy
234,3,"the european commission be due to present , on wednesday april 27 , a draft directive aim at facilitate the arrival of "" skill and talent "" in europe . in short , encourage legal migration of worker and young people to respond to the demographic challenge and compensate for the lack of labor in sector such as health , technology , construction or transport .",Doubt
234,5,"the european executive also want to wait for the result of the french presidential election so as not to run the risk of these issue be exploit by the far right . finally , the observation , firmly support by the employer ' federation , that several member state be suffer from a labor shortage that could hamper recovery policy constitute another incentive for the european executive .","Appeal_to_Authority,Exaggeration-Minimisation,Straw_Man"
234,7,"the commission , which claim to want to present "" an ambitious and sustainable plan "" , specify however that no member country will be force to apply it . no question of a new "" political suicide "" , observe a diplomat , refer to the project of compulsory quota of refugee to be welcome that the college , lead at the time by jean - claude juncker , have mention . it have lead to a serious crisis and create a gap between the found states and the country of central and eastern europe . this time , it be indeed a question of respect the competence of the member states , underline the commission . "" everyone will decide and the union will support the states , on a practical and operational level , to face the challenge of demographic and migration , "" we insist in brussels . in 2021 , it be parliament which invite she to propose measure aim at harmonize reception condition , simplify procedure and combat illegal work .",Loaded_Language
234,8,"it should first concern tunisia , morocco and egypt , then senegal , nigeria , pakistan and bangladesh . country which be already link to the eu by various agreement in the field of immigration , but which also provide significant contingent of illegal immigrant . enough to confirm that the project aim primarily to rebalance the relationship between the country concern and europe , and to a sort of give - and - take : europe would offer more openness to regulate migration in exchange for a well control of illegal immigration . this be one of the objective of the "" migratory pact "" define by brussels , the adoption of which still face difficulty . under the impetus of the french presidency of the eu , it be therefore agree between the twenty - seven that it be necessary to favor progress in stage , of which this initiative be part .",Appeal_to_Hypocrisy
2391,3,"while there be little doubt about vladimir putin 's state of health , more and more voice be be raise for his cancer to be include in the list of candidate nominate for the nobel peace prize .",Doubt
2391,5,"parliamentarian , member of government or international institution , more and more of they be toy with the crazy idea of ​​seee vladimir putin 's cancer succeed dmitri mouratov and maria ressa to the nobel peace prize . the proposal launch last week by us senator mitch mcconnell could become reality give the amount of support it receive . "" vladimir putin ’s cancer be a message of hope for humanity . he deserve to be reward for his contribution to bring people together , "" declare the republican senator on cbsn .","Appeal_to_Popularity,Appeal_to_Values,Loaded_Language"
2391,9,"the idea seem to resonate with the main european authority who see it as an unprecedented opportunity for world peace . "" end of the war in ukraine , return to normal price of raw material , reduction of the energy crisis , reduction of intervention by bernard henri lévy , rarely have an illness be so capable of embody peace and ease international tension , "" declare the president of the european commission ursula von der leyen yesterday .","Appeal_to_Values,Exaggeration-Minimisation"
2362,1,bill gates and his false solution to climate change,"Loaded_Language,Questioning_the_Reputation"
2362,3,a new report from navdanya international call for reject bill gates ' false solution and instead support an eco - friendly approach to food and farming that can provide a sustainable solution to climate change .,"Appeal_to_Authority,Loaded_Language,Questioning_the_Reputation"
2362,5,"in bill gates ' vision , technology seem destine to undo all the damage that have be inflict on our planet – and climate change have recently be add to the list .",Straw_Man
2362,7,"but it be this same mentality that have lead we to the devastating point we be in now , when the only thing that be improve exponentially be the profit of the company that profit by sell these same technology .","Exaggeration-Minimisation,Loaded_Language,Whataboutism"
2362,9,"it be necessary to move away from this technophile hysteria to re - appropriate a holistic vision base on real farmer , healthy and nutritious food and on an agroecological model which have no impact on the climate but which , on the contrary , contribute to mitigate it .","Appeal_to_Values,False_Dilemma-No_Choice,Loaded_Language"
2362,12,"navdanya international 's late report , "" bill gates and his false solutions to climate change , "" detail the rationale behind bill and melinda gates ' attempt to focus the debate on miraculous technology and the real interest behind his propaganda .","Appeal_to_Hypocrisy,Doubt,Loaded_Language,Questioning_the_Reputation"
2362,14,"if gates ' numerous investment be all apparently justify by a noble humanitarian and environmental cause , the report show that they actually allow he to impose his techno - solutionist strategy by exercise direct influence on all type of protagonist of global development .","Appeal_to_Hypocrisy,Conversation_Killer,Loaded_Language,Obfuscation-Vagueness-Confusion"
2362,16,but this game of profit and partnership between billionaire be even clear in one of gates ' most important personal investment fund : breakthrough energy ventures .,Questioning_the_Reputation
2362,18,"the company fund by breakthrough be pepper with former executive from dupont , monsanto , pepsico and microsoft , reveal how the same company that precipitate our health and environmental crisis be now sell we equally risky solution to the problem they create in the first place .","Appeal_to_Hypocrisy,Doubt,Loaded_Language"
2362,20,"the report highlight one of these technical "" solution "" through the example of synthetic food , which aim to replace animal product with highly process ingredient , usually through synthetic biology . billionaire be invest heavily in this grow market : mr. gates alone have spend $ 50 million on lead company impossible foods and be actively fund several other .","Exaggeration-Minimisation,Name_Calling-Labeling"
2362,22,"fake food be tout as a solution to climate change and environmental degradation , but in reality their carbon footprint be seven time that of less process plant protein .",Red_Herring
2362,23,cell - base meat also emit more greenhouse gas than some animal product and recent research even suggest that in the long term its environmental impact could be great than that of livestock .,"Consequential_Oversimplification,Doubt"
2362,25,"far from end climate change or world hunger , fake food still rely on an industrial agricultural model , base on monoculture , toxic pesticide and gmo , which destroy our ecosystem and threaten our health .","Appeal_to_Fear-Prejudice,Whataboutism"
2362,27,"the report also show how the patenting of these artificial food grow technique have become an instrument of profit for corporation and billionaire , shift power from farmer to biotechnology company , while completely ignore the solution propose by the food movement . regenerative agriculture .","Doubt,Name_Calling-Labeling"
2362,29,"these technological innovation , present as the only solution to the world 's problem , ensure the continue concentration of fail industrial model , distract attention from the deep systemic change that be necessary to resolve the crisis we face today . we do not need to go far down the path that be already destroy our health and biodiversity .","Appeal_to_Fear-Prejudice,Consequential_Oversimplification,Conversation_Killer,False_Dilemma-No_Choice,Obfuscation-Vagueness-Confusion"
2362,31,"instead , we have the opportunity to truly foster an ecological approach to food and agriculture , which can provide a sustainable solution to climate change and ensure food sovereignty .","Appeal_to_Values,Loaded_Language"
2362,33,"various local community be already embark on this ecological and democratic path , rehabilitate seed , food and knowledge as common good , while deeply consider the network of biodiversity to protect the earth and the human health . the report call for support this transition and reject the false alternative propose by philanthrocapitalist and the private company that be their partner .","Appeal_to_Values,Exaggeration-Minimisation,Guilt_by_Association,Loaded_Language,Name_Calling-Labeling"
23165,1,"what do they say about macron ? his friend """,Doubt
23165,5,opinion be surprisingly often very fair and insightful before change they with a stunning turn of event .,"Appeal_to_Hypocrisy,Loaded_Language"
23165,7,"emmanuel macron have generate many opinion , often instructive , both about he and those who express they . educate yourself , you will be surprised .",Slogans
23165,9,i have the reference of all the quote from newspaper and book below . to mention they all would make this column too heavy . so i will do without it . too bad for those who would question my honesty .,"Appeal_to_Authority,Conversation_Killer,Obfuscation-Vagueness-Confusion"
23165,11,the first to be cite will be those close to emmanuel macron or those who often shamelessly rally after his election in 2017 . opinion that be surprisingly often very fair and insightful before change their opinion with a stunning turnaround .,"Appeal_to_Hypocrisy,Loaded_Language,Repetition"
23165,13,"go , educate yourself , you will be surprised .",Repetition
23165,15,"alain minc recount their first meeting , in 2004 : "" i say to myself : what a joker ! macron be not ambitious ; it be inhabit . »","Doubt,Name_Calling-Labeling"
23165,17,"jean - michel darrois , close friend of macron , 2008 "" we say to ourselves that he have a very strong power of seduction over old gentleman "" .",Doubt
23165,19,"attali conference organize by the weekly challenge on may 13 , 2016 : "" macron only embody emptiness . » ; "" someone who call themselves neither leave nor right be because they be right - wing ! "" »","Consequential_Oversimplification,Questioning_the_Reputation,Slogans"
23165,21,"edouard philippe , in libération , before the 2017 election : "" who be macron ? for some , impress by his power of seduction and his reformist rhetoric , he would be the natural son of kennedy and mendès france . we can doubt it , the first have more charisma , the second more principle . for other , he would be brutus , adopt son of caesar . [ ... ] no , the roman who most resemble macron be not brutus , it be macron . naevius sutorius macro , know as macron , a senior official ( yes , yes ) who become , thank to a palace revolution , the advisor to tiberius , an emperor detach from current affair , he will end up assassinate he ... [ ... ] what will the name remain ? a fail revolution or a lightning victory ? of a miserable betrayal or of excessive ambition ? no one can say that today . »","Appeal_to_Values,Doubt,Guilt_by_Association,Loaded_Language,Name_Calling-Labeling"
23165,23,"bruno le maire , july 12 , 2016 on public senate : "" be careful of this way of mixing , of blur the line and that we be go to bring in all the progressive . i think it do not mean anything , it ’ just soup ! yes it be soup . politic need clarity . » ; "" there have be hundred of thousand more unemployed during this five - year term , it be minister emmanuel macron who be also responsible . »","Causal_Oversimplification,Conversation_Killer,Name_Calling-Labeling,Obfuscation-Vagueness-Confusion,Repetition"
23165,25,"november 17 , 2016 on france info : "" it ’ another face of socialism emmanuel macron . a more friendly face , a more open face but it ’ still socialism . »","Appeal_to_Hypocrisy,Doubt"
23165,27,"february 19 , 2017 on europe 1 : "" emmanuel macron be the man without a project because he be the man without conviction "" ; "" as he say everything and its opposite depend on the listener he have in front of he ( ... ) whatever emmanuel macron 's project come out , we know that it could be contradict in the minute that follow ... ""","Name_Calling-Labeling,Questioning_the_Reputation,Slogans"
23165,29,"july 2016 , rtl : "" you can not be a minister and be in the campaign . it be not possible . »",Conversation_Killer
23165,31,"macron symbolize the "" old politic in which politician do one thing and its opposite "" ; "" we present ourselves as a very modern man and , at the same time , while be responsible for an essential sector of the country , we campaign for ourselves . »","Appeal_to_Hypocrisy,Name_Calling-Labeling,Whataboutism"
23165,33,"françois bayrou , before the 2017 election , macron the candidate of the "" force of money "" : "" i be absolutely skeptical about this matter , and when i say skeptical , it be the most moderate word i can choose . it will not work , because the french be go to see what this approach mean , what be behind all that , behind this hologram "" ; "" besides , it ’ very simple : ask yourself why these hour and hour of live television ? why these magazine cover , why these page and page around rather empty photograph or story ? » ; "" this be an attempt that have already be make several time by several major financial and other interest , who be not happy with have economic power , but who want to have political power . »","Causal_Oversimplification,Doubt,Loaded_Language,Name_Calling-Labeling"
23165,35,""" i have always oppose the mixing of genre between political decision - making , which must be of a civic nature , and the world of big interest and that of money "" ; "" there be the separation of church and state . i be for the separation of the state and money ( … ) i be not for the power of money take precedence in politic . we must take it into account , we must know it , we must know it , we must encourage activity and the creation of wealth when we can . but one must not take precedence over the other . »",Name_Calling-Labeling
23165,37,"alain juppé , before the 2017 election : "" macron be the betrayal of françois hollande , whom he stab in the back . » ; "" macron want to do politic differently , but he use the old recipe : betrayal . » ; "" macron be brutus , but with a small difference : hollande be not caesar . »","Loaded_Language,Name_Calling-Labeling,Questioning_the_Reputation"
23165,39,"mr. macron "" present himself today as the completely new white knight "" ; "" we must be wary of people who do the opposite of what they say and say the opposite of what they do "" ; "" you must not be naive . with emmanuel macron , here be someone who have fully endorse the economic policy pursue since 2012 , start with the massive increase in taxis . »","Appeal_to_Hypocrisy,Doubt,Loaded_Language,Name_Calling-Labeling,Questioning_the_Reputation"
23165,41,"nicolas sarkozy , before the 2017 election : "" he be his deputy secretary general , ( of françois hollande ) his minister of finance and now he be betray he . if that be modernity , i think it be a bit classic . »","Appeal_to_Hypocrisy,Doubt,Loaded_Language"
23165,43,"jean - pierre raffarin at the microphone of rtl , before the 2017 election : "" what do that mean ? it be a bit ambiguous . we do not really know if he ’ a candidate or not "" ; if he "" say interesting thing , we would especially like to see what he do that be useful for france . he be a minister , not a commentator , observer or journalist . he be an actor . normally , he be in charge of the industry ! we have a huge crisis at edf , areva and major economic situation . we be wait for macron on these issue , not declaration on 2017 . we be wait for action , fact and reality . »","Doubt,Slogans"
23165,45,"bernard mourad , banker , close to macron : "" what ’ funny be the kind of fantasy of the young financial wolf . he do two year of investment banking [ four in reality ] , he make a deal with the guy from nestlé who be in the attali commission . a kind of mozart of finance ? nothing at all , in fact ! »","Guilt_by_Association,Loaded_Language,Name_Calling-Labeling,Questioning_the_Reputation"
23165,47,"didier guillaume , former macronian minister : "" that be the real problem of this five - year term : power be in the hand of a caste of knowledgeable people who have no control , no view of the territory , but who think that between they they can make rain or shine . »","Name_Calling-Labeling,Questioning_the_Reputation"
23165,49,"daniel cohn - bendit , occult advisor to the now president : "" macron have the arrogance of the top of the class , of the guy who have always be the good . he pull off the trick of the century , it give you an incredible ego . this be one of his problem , there be an isolation in which he revel . »","Loaded_Language,Name_Calling-Labeling,Questioning_the_Reputation"
23165,51,"some opinion from rather neutral commentator , which add to the interest of their statement , and from a relatively moderate opponent whose party have provide the bulk of the troop to macron in 2017 .",Obfuscation-Vagueness-Confusion
23165,55,"rachida dati , lr mp from paris : "" macron , i have know he for a long time , he be a rich kid , who have achieve everything , who have the right network , who know the administration , and who be not a nice guy . do not be fool , he be not a nice guy . »","Name_Calling-Labeling,Questioning_the_Reputation,Repetition"
23165,57,"emmanuel todd : "" allow i to show you why macron , unlike mussolini , be not a fascist . it ’ because mussolini have an economic program ! »",Guilt_by_Association
23165,59,"natacha polony , europe 1 : "" ideologically , he be a kind of rather empty thing , capable of support everything and its opposite , simply what he have behind he be quite simply financial force which have want to pursue a very specific program . an economic program . we know what it be . who be he support by ? he be support by pierre berger , xavier niel , patrick drahi … finally there you have it ! there be people behind it who have financial interest to support and so they find a great product . »","Appeal_to_Hypocrisy,Guilt_by_Association,Name_Calling-Labeling"
23165,61,"françois pinault , june 2018 , le monde : president macron "" do not understand the little people . » ; "" i fear that he will lead france towards a system which forget the most modest . »","Appeal_to_Fear-Prejudice,Questioning_the_Reputation"
23165,63,"olivier faure : "" macron do thing that allow he to satisfy part of his electoral clientele . but can we say that he be a great president , in the sense that he would have succeed in the great labor of hercules ? well no , he do not achieve anything at all . in fact , after a year , he have the yellow vests . after two year , he succeed in put people on the street and create one of the long - run social movement in this country . and finally , on the management of the health , economic and social crisis , he be in constant improvisation . »","Doubt,Exaggeration-Minimisation,Loaded_Language,Obfuscation-Vagueness-Confusion"
23165,65,"read my numerous column , some disgruntled people might think that i be exaggerate or that i be in bad faith regard macron . well , this time , it be not i who say it .","Appeal_to_Authority,Loaded_Language"
23165,67,"on the same subject , example which illustrate his collusion with the capitalist :","Loaded_Language,Name_Calling-Labeling"
23165,69,"macron , the "" gifted "" in economic , remain only an investment banker serve his extremely wealthy sponsor","Name_Calling-Labeling,Slogans"
23165,71,"to go far in your reflection if you want , with lot of information outside of doxa , on debt , taxis , where to find money , europe , macron , etc . , on my blog .",Loaded_Language
23196,5,"a "" war crime "" , "" atrocity "" , an attempt to "" stunate "" civilian population , an "" unprecedented brutality "" … in the aftermath of the deadly russian strike which hit a shopping center in kremenchuk , western leader express their indignation in turn in elmau , germany , after the g7 meeting , before go to madrid for a nato summit . "" russia can not and must not win the war , "" insist the head of state emmanuel macron in bavaria , forget , for a moment at least , his desire to maintain a window of dialogue with vladimir putin . "" we must be unite in madrid , unite in support of ukraine , unite in our firmness , unite in the defense and security of the eastern flank of our alliance , "" he insist while in germany , the seven leader of the rich country have decide to hit the russian economy by "" work "" on a cap on the price of russian oil and impose restriction on the import of russian gold .","Appeal_to_Hypocrisy,Conversation_Killer,Loaded_Language,Questioning_the_Reputation"
23196,7,"more than four month after the start of the conflict and while nato be also prepare to draw consequence , the autocrat have choose intimidation and provocation . while ukrainians mourn their death , lithuania , a nato member , be the target of a cyberattack in response to sanction impose on the kaliningrad enclave . "" it ’ not the first . we have experience many other since february 24 , "" comment prime minister ingrida simonyte . us defense secretary lloyd austin speak with his baltic counterpart on monday .",Name_Calling-Labeling
23196,12,"in this context of threat , the kremlin affirm its determination to bring the war to its conclusion . the conflict will end when ukraine have "" put down its arm "" and implement "" all the condition set by russia , "" say kremlin spokesperson dmitry peskov . at the same time , dmitri medvedev , former president and close to putin , be become bellicose : if crimea be attack by a nato member country , "" it will be the third world war , "" he warn . "" for we , crimea be a part of russia . which mean it be forever , "" he say .","Appeal_to_Fear-Prejudice,Consequential_Oversimplification,Guilt_by_Association,Loaded_Language"
23196,20,but it will not be these ability that will fight the battle . ukrainian president volodymyr zelensky call for weapon again and again . he be thus press his western partner to provide anti - missile defense system in particular . nato be examine way to replace the capability that member state would deliver to ukraine .,Loaded_Language
23196,23,"to overcome the test of firmness , westerners will have to win the challenge of unity . moscow , for its part , be banking on the erosion and weariness of democracy in the medium term to weaken ukraine . the madrid summit be in any case crown with success on tuesday evening : turkey lift its veto on a candidacy for the alliance of finland and sweden , while a blockage be expect from recep tayyip erdogan .",Loaded_Language
23158,3,"at the nato summit , the president of the united states be ask about high fuel price in the united states and around the world . this will last , accord to he , as long as the united states do not achieve its goal in ukraine . at the end of the nato summit in madrid on june 30 , united states president joe biden be question at a press conference about the record increase in fuel price observe in the united states and in many country . , link in particular to the effect of the conflict in ukraine .",Loaded_Language
23158,5,"thus , jim tankersley , correspondent for the daily the new york times ask he : "" the war have cause price to rise ; they could go up to 200 dollar per barrel , accord to some analyst . how long be it fair to expect motorist in america and around the world to pay this increase for this war ? "" as long as it take until russia can , in fact , defeat ukraine , "" joe biden reply . and , while gasoline in the united states reach a historic record close to 5 dollar ( 4.80 euro ) for a gallon ( 3.79 liter ) , the president try to explain his bill to lower price . fuel taxis which could , accord to his calculation , lower the price at the pump by about a dollar per gallon : "" if we do these thing [ ... ] if congress agree and the state agree , we could lower the price of oil by about $ 1 a gallon at the pump , within that range . and so we could have some immediate relief in term of reduce the temporary elimination of the gas tax . "" then he add , quote by the reference site on energy in the united states oilprice.com : "" and so , i think there be many thing we can do , and we will do it , but ultimately bottom line , the reason gas price be rise be because of russia . russia , russia , russia ! ""","Appeal_to_Authority,Appeal_to_Time,Causal_Oversimplification,Conversation_Killer,Loaded_Language,Obfuscation-Vagueness-Confusion,Repetition,Slogans"
23121,1,"peace and climate , the same fight",Slogans
23121,3,"for fifty year , the environmental movement have affirm that the climate issue be closely link to geopolitical issue , and therefore to peace and its stability . while russia have invade ukraine and the ipcc have just publish an alarming new report , it have never be more obvious : scientist note that the impact of climate change be fast , more violent and cause more victim provide that . half of humanity now find itself extremely vulnerable to climate change . not only do climate disaster ( drought , flood , storm , fire ) upset global balance and cause tension at all level ( force displacement , increase competition for resource , armed conflict ) , but moreover , our absolute dependence on fossil fuel and to the states which provide they in the globalize economy provoke and aggravate this infernal spiral .","Appeal_to_Fear-Prejudice,Causal_Oversimplification,Exaggeration-Minimisation,Loaded_Language"
23121,5,"since we live in society closely dependent on fossil fuel , they be constantly susceptible to fall into conflict . the war in ukraine also foreshadow what a world of plus 2 ° c and beyond could look like , if we do not begin this transition now . free ourselves from this dependence on fossil resource therefore mean move towards a more stable and peaceful world .","Appeal_to_Time,Appeal_to_Values,Causal_Oversimplification,Exaggeration-Minimisation"
23121,9,"for the case of the russian - ukrainian conflict , nothing be more blatant . the capital finance russia 's military attack be directly link to the profit accumulate over year by the kremlin and its oil and gas industry . indeed , the russian economy be largely base on the export of oil and gas , since 40 % of the federal budget come from this industry . french multinational like totalenergies and crédit agricole be directly affect : these name be still closely associate with the russian fossil industry . this be how these company have put gold ( and consequently weapon ) into putin ’s hand for far too long .","Appeal_to_Time,Causal_Oversimplification,Exaggeration-Minimisation,Guilt_by_Association,Questioning_the_Reputation"
23121,11,"the european union be today russia 's large customer with 100 billion euro spend per year on russian oil and gas combine . gas represent a quarter of the energy consume in europe and 40 % of this gas be import from russia . whether putin decide to shut off the floodgate to the european union , or whether the latter itself take short - term measure to limit its supply of russian hydrocarbon ( as the united states have do ) , it be more than likely that our access to these resource will be impact . the consequence be already be feel on the price of energy for household , in a phase where the price of fuel have already exceed 2 euro per liter at the pump and where gas could undergo yet another increase ( 17 % of gas consume in france come from russia ) . it be therefore this dependence which make the outcome of the conflict even more complex : it also weaken the balance of power and fuel the social crisis .","Appeal_to_Fear-Prejudice,Causal_Oversimplification"
23121,15,"in such a configuration , it be difficult to envisage any scenario of last peace in europe , while global warming be accelerate , fossil resource be dwindle and consumption be increase . to stave off war , we must get away from fossil fuel and false solution like nuclear power . we also refuse any desire to take advantage of the current crisis to argue in favor of this extremely costly and dangerous energy , even though the threat of the use of nuclear weapon be more and more real and the maneuver of russian troop be raise concern about the safety of nuclear power plant , particularly at chernobyl and zaporizhia , europe 's large .","Appeal_to_Fear-Prejudice,Consequential_Oversimplification,Exaggeration-Minimisation,Loaded_Language"
23121,17,"today , in solidarity with the ukrainian people , the peace protester in russia , and all the victim of this war , we call for a general ceasefire and a peaceful resolution to the conflict . likewise , we call for the reception of refugee within the european union , without exception or discrimination .","Loaded_Language,Red_Herring,Slogans"
23121,19,"we must , more than ever , prepare the necessary break towards sobriety and energy autonomy of european country , in the hand of community and citizen .","Appeal_to_Time,Loaded_Language"
23121,21,"for the climate and for peace , let us march on saturday march 12 throughout france .",Appeal_to_Time
2326,1,luxembourg want to liquidate putin : how many division ?,Loaded_Language
2326,3,the head of diplomacy of the grand duchy seem to i to be quite a light in his field .,Name_Calling-Labeling
2326,5,"while the hope of the entire planet be to obtain an immediate ceasefire , follow by a treaty that guarantee the security of all party in europe , jean asselborn , the luxembourg talleyrand , have the radical solution : physically liquidate poutine !","Loaded_Language,Name_Calling-Labeling"
2326,7,""" the physical elimination of vladimir putin , as probably the only solution to stop the conflict ""","False_Dilemma-No_Choice,Repetition"
2326,9,"i have always believe that diplomacy be the art of negotiation between government , but i see that expeditious solution still have some follower within the eu .",Loaded_Language
2326,13,"observe , negotiate , represent , sell . asselborn add a fifth : liquidate .",Repetition
2326,15,simple question to our diplomatic executor : how do he intend to go about it ?,Name_Calling-Labeling
2326,17,send its armored division to moscow to tickle the russian bear ?,Name_Calling-Labeling
2326,21,"between those who want to starve the russian people , those who want to banish russia from humanity , those who fan the flame by remain well hide , those who want to integrate ukraine into the eu and those who want to completely liquidate putin , westerners have a nice bunch of madman at their disposal .","Loaded_Language,Questioning_the_Reputation"
2326,23,all these charlot unknowingly juggle bottle of nitroglycerin .,Loaded_Language
2326,25,but it ’ putin who be be call crazy !,Loaded_Language
2326,27,"let we not take the russian president for a fool and an amateur surprise by event . there be no blitzkrieg when you want to preserve civilian life . i read nonsense from strategy "" specialist "" .","Causal_Oversimplification,Doubt,Loaded_Language"
2326,29,"it be those who be crush in vietnam , iraq and afghanistan , who allow themselves to judge the russian army ineffective , while rave about the ukrainian resistance . be they hope for a stalemate ?","Appeal_to_Hypocrisy,Loaded_Language,Straw_Man"
